TIME	LOAD	DISPLACEMENT	STRAIN GAGE	•ËL	E.STRESS	E.STRAIN	T.STRESS	T.STRAIN
34.072	96.324	0.616	0.008	0.616	48.111	2.052	49.098	2.031
34.085	121.417	0.579	0.008	0.579	60.644	1.929	61.814	1.911
34.098	129.511	0.568	0.008	0.568	64.687	1.894	65.912	1.876
34.111	97.133	0.584	0.008	0.584	48.515	1.947	49.459	1.928
34.124	89.848	0.600	0.008	0.600	44.876	1.999	45.774	1.980
34.137	112.513	0.605	0.008	0.605	56.196	2.017	57.330	1.997
34.150	130.321	0.568	0.008	0.568	65.091	1.894	66.324	1.876
34.163	114.941	0.574	0.008	0.574	57.409	1.912	58.507	1.894
34.176	90.658	0.589	0.008	0.589	45.281	1.964	46.170	1.945
34.189	101.181	0.595	0.008	0.595	50.536	1.982	51.538	1.962
34.202	124.655	0.574	0.008	0.574	62.261	1.912	63.451	1.894
34.215	131.130	0.563	0.008	0.563	65.495	1.877	66.724	1.859
34.228	99.562	0.579	0.008	0.579	49.728	1.929	50.687	1.911
34.241	96.324	0.584	0.008	0.584	48.111	1.947	49.047	1.928
34.254	119.798	0.610	0.008	0.610	59.835	2.034	61.052	2.014
34.267	142.462	0.568	0.008	0.568	71.155	1.894	72.503	1.876
34.280	125.464	0.568	0.008	0.568	62.665	1.894	63.852	1.876
34.293	106.037	0.584	0.008	0.584	52.962	1.947	53.993	1.928
34.306	105.228	0.610	0.008	0.610	52.558	2.034	53.627	2.014
34.319	145.700	0.579	0.008	0.579	72.772	1.929	74.176	1.911
34.332	137.606	0.563	0.008	0.563	68.729	1.877	70.019	1.859
34.344	109.275	0.595	0.008	0.595	54.579	1.982	55.661	1.962
34.357	104.418	0.589	0.008	0.589	52.154	1.964	53.178	1.945
34.370	125.464	0.595	0.008	0.595	62.665	1.982	63.907	1.962
34.383	143.272	0.574	0.008	0.574	71.559	1.912	72.927	1.894
34.396	129.511	0.568	0.008	0.568	64.687	1.894	65.912	1.876
34.409	103.609	0.589	0.008	0.589	51.749	1.964	52.766	1.945
34.422	115.751	0.610	0.008	0.610	57.814	2.034	58.990	2.014
34.435	140.844	0.589	0.008	0.589	70.347	1.964	71.728	1.945
34.448	141.653	0.563	0.008	0.563	70.751	1.877	72.079	1.859
34.461	110.894	0.579	0.008	0.579	55.388	1.929	56.456	1.911
34.474	106.847	0.589	0.008	0.589	53.366	1.964	54.415	1.945
34.487	131.130	0.595	0.008	0.595	65.495	1.982	66.793	1.962
34.500	150.557	0.574	0.008	0.574	75.198	1.912	76.636	1.894
34.513	134.368	0.574	0.008	0.574	67.112	1.912	68.395	1.894
34.526	110.894	0.589	0.008	0.589	55.388	1.964	56.476	1.945
34.539	119.798	0.610	0.008	0.610	59.835	2.034	61.052	2.014
34.552	148.938	0.589	0.008	0.589	74.390	1.964	75.851	1.945
34.565	151.366	0.568	0.008	0.568	75.602	1.894	77.034	1.876
34.578	126.273	0.574	0.008	0.574	63.069	1.912	64.275	1.894
34.591	118.179	0.595	0.008	0.595	59.026	1.982	60.196	1.962
34.604	144.081	0.605	0.008	0.605	71.964	2.017	73.415	1.997
34.617	158.651	0.574	0.008	0.574	79.241	1.912	80.756	1.894
34.630	151.366	0.563	0.008	0.563	75.602	1.877	77.021	1.859
34.643	125.464	0.584	0.008	0.584	62.665	1.947	63.885	1.928
34.656	135.177	0.605	0.008	0.605	67.517	2.017	68.878	1.997
34.669	166.746	0.584	0.008	0.584	83.284	1.947	84.905	1.928
34.682	170.793	0.563	0.008	0.563	85.305	1.877	86.906	1.859
34.695	147.319	0.584	0.008	0.584	73.581	1.947	75.013	1.928
34.708	144.081	0.600	0.008	0.600	71.964	1.999	73.403	1.980
34.720	157.032	0.600	0.008	0.600	78.432	1.999	80.001	1.980
34.733	182.935	0.579	0.008	0.579	91.370	1.929	93.132	1.911
34.746	169.174	0.579	0.008	0.579	84.497	1.929	86.127	1.911
34.759	143.272	0.595	0.008	0.595	71.559	1.982	72.978	1.962
34.772	148.938	0.610	0.008	0.610	74.390	2.034	75.903	2.014
34.785	179.697	0.589	0.008	0.589	89.753	1.964	91.516	1.945
34.798	178.887	0.574	0.008	0.574	89.348	1.912	91.056	1.894
34.811	151.366	0.589	0.008	0.589	75.602	1.964	77.087	1.945
34.824	145.700	0.595	0.008	0.595	72.772	1.982	74.215	1.962
34.837	167.555	0.589	0.008	0.589	83.688	1.964	85.332	1.945
34.850	185.363	0.579	0.008	0.579	92.583	1.929	94.369	1.911
34.863	173.221	0.574	0.008	0.574	86.518	1.912	88.172	1.894
34.876	150.557	0.595	0.008	0.595	75.198	1.982	76.688	1.962
34.889	157.842	0.610	0.008	0.610	78.837	2.034	80.441	2.014
34.902	186.982	0.584	0.008	0.584	93.391	1.947	95.209	1.928
34.915	187.791	0.574	0.008	0.574	93.795	1.912	95.589	1.894
34.928	157.842	0.584	0.008	0.584	78.837	1.947	80.371	1.928
34.941	149.747	0.605	0.008	0.605	74.794	2.017	76.302	1.997
34.954	174.031	0.605	0.008	0.605	86.923	2.017	88.676	1.997
34.967	188.601	0.579	0.008	0.579	94.200	1.929	96.017	1.911
34.980	181.316	0.584	0.008	0.584	90.561	1.947	92.324	1.928
34.993	157.842	0.595	0.008	0.595	78.837	1.982	80.399	1.962
35.006	159.461	0.610	0.008	0.610	79.645	2.034	81.266	2.014
35.019	188.601	0.589	0.008	0.589	94.200	1.964	96.050	1.945
35.032	198.314	0.579	0.008	0.579	99.051	1.929	100.962	1.911
35.045	169.174	0.579	0.008	0.579	84.497	1.929	86.127	1.911
35.058	161.889	0.605	0.008	0.605	80.858	2.017	82.489	1.997
35.071	178.078	0.610	0.008	0.610	88.944	2.034	90.753	2.014
35.084	207.218	0.584	0.008	0.584	103.498	1.947	105.513	1.928
35.096	191.839	0.579	0.008	0.579	95.817	1.929	97.665	1.911
35.109	171.602	0.600	0.008	0.600	85.710	1.999	87.423	1.980
35.122	164.317	0.616	0.008	0.616	82.071	2.052	83.755	2.031
35.135	204.790	0.605	0.008	0.605	102.286	2.017	104.349	1.997
35.148	210.456	0.584	0.008	0.584	105.116	1.947	107.162	1.928
35.161	182.125	0.600	0.008	0.600	90.965	1.999	92.784	1.980
35.174	174.840	0.600	0.008	0.600	87.327	1.999	89.073	1.980
35.187	195.886	0.605	0.008	0.605	97.838	2.017	99.812	1.997
35.200	209.646	0.584	0.008	0.584	104.711	1.947	106.750	1.928
35.213	196.695	0.589	0.008	0.589	98.243	1.964	100.172	1.945
35.226	170.793	0.595	0.008	0.595	85.305	1.982	86.996	1.962
35.239	172.412	0.616	0.008	0.616	86.114	2.052	87.881	2.031
35.252	203.980	0.595	0.008	0.595	101.881	1.982	103.900	1.962
35.265	209.646	0.584	0.008	0.584	104.711	1.947	106.750	1.928
35.278	178.078	0.584	0.008	0.584	88.944	1.947	90.675	1.928
35.291	169.174	0.605	0.008	0.605	84.497	2.017	86.201	1.997
35.304	185.363	0.616	0.008	0.616	92.583	2.052	94.482	2.031
35.317	208.027	0.595	0.008	0.595	103.903	1.982	105.962	1.962
35.330	192.648	0.584	0.008	0.584	96.221	1.947	98.094	1.928
35.343	170.793	0.600	0.008	0.600	85.305	1.999	87.011	1.980
35.356	169.174	0.626	0.008	0.626	84.497	2.087	86.260	2.066
35.369	199.124	0.605	0.008	0.605	99.456	2.017	101.461	1.997
35.382	202.361	0.574	0.008	0.574	101.073	1.912	103.005	1.894
35.395	174.031	0.589	0.008	0.589	86.923	1.964	88.630	1.945
35.408	161.889	0.605	0.008	0.605	80.858	2.017	82.489	1.997
35.421	181.316	0.621	0.008	0.621	90.561	2.070	92.435	2.048
35.434	200.742	0.579	0.008	0.579	100.264	1.929	102.198	1.911
35.447	191.029	0.595	0.008	0.595	95.413	1.982	97.304	1.962
35.460	165.936	0.605	0.008	0.605	82.880	2.017	84.551	1.997
35.472	165.127	0.621	0.008	0.621	82.475	2.070	84.182	2.048
35.485	196.695	0.600	0.008	0.600	98.243	1.999	100.207	1.980
35.498	200.742	0.589	0.008	0.589	100.264	1.964	102.234	1.945
35.511	172.412	0.589	0.008	0.589	86.114	1.964	87.805	1.945
35.524	163.508	0.621	0.008	0.621	81.667	2.070	83.357	2.048
35.537	166.746	0.616	0.008	0.616	83.284	2.052	84.993	2.031
35.550	204.790	0.589	0.008	0.589	102.286	1.964	104.295	1.945
35.563	186.172	0.579	0.008	0.579	92.987	1.929	94.781	1.911
35.576	161.080	0.610	0.008	0.610	80.454	2.034	82.091	2.014
35.589	152.985	0.610	0.008	0.610	76.411	2.034	77.966	2.014
35.602	191.029	0.600	0.008	0.600	95.413	1.999	97.320	1.980
35.615	195.076	0.579	0.008	0.579	97.434	1.929	99.314	1.911
35.628	165.127	0.595	0.008	0.595	82.475	1.982	84.110	1.962
35.641	160.270	0.605	0.008	0.605	80.050	2.017	81.664	1.997
35.654	184.554	0.610	0.008	0.610	92.178	2.034	94.054	2.014
35.667	200.742	0.589	0.008	0.589	100.264	1.964	102.234	1.945
35.680	192.648	0.584	0.008	0.584	96.221	1.947	98.094	1.928
35.693	165.936	0.595	0.008	0.595	82.880	1.982	84.522	1.962
35.706	161.889	0.621	0.008	0.621	80.858	2.070	82.532	2.048
35.719	185.363	0.600	0.008	0.600	92.583	1.999	94.434	1.980
35.732	205.599	0.600	0.008	0.600	102.690	1.999	104.743	1.980
35.745	170.793	0.595	0.008	0.595	85.305	1.982	86.996	1.962
35.758	164.317	0.616	0.008	0.616	82.071	2.052	83.755	2.031
35.771	169.174	0.621	0.008	0.621	84.497	2.070	86.245	2.048
35.784	203.171	0.600	0.008	0.600	101.477	1.999	103.506	1.980
35.797	190.220	0.579	0.008	0.579	95.008	1.929	96.841	1.911
35.810	169.174	0.600	0.008	0.600	84.497	1.999	86.186	1.980
35.823	162.699	0.616	0.008	0.616	81.262	2.052	82.930	2.031
35.835	203.980	0.595	0.008	0.595	101.881	1.982	103.900	1.962
35.848	205.599	0.589	0.008	0.589	102.690	1.964	104.707	1.945
35.861	178.887	0.589	0.008	0.589	89.348	1.964	91.103	1.945
35.874	170.793	0.600	0.008	0.600	85.305	1.999	87.011	1.980
35.887	191.029	0.616	0.008	0.616	95.413	2.052	97.370	2.031
35.900	216.122	0.595	0.008	0.595	107.946	1.982	110.085	1.962
35.913	206.409	0.579	0.008	0.579	103.094	1.929	105.083	1.911
35.926	181.316	0.605	0.008	0.605	90.561	2.017	92.388	1.997
35.939	178.078	0.616	0.008	0.616	88.944	2.052	90.769	2.031
35.952	204.790	0.605	0.008	0.605	102.286	2.017	104.349	1.997
35.965	220.979	0.589	0.008	0.589	110.371	1.964	112.539	1.945
35.978	194.267	0.589	0.008	0.589	97.030	1.964	98.936	1.945
35.991	184.554	0.610	0.008	0.610	92.178	2.034	94.054	2.014
36.004	191.029	0.621	0.008	0.621	95.413	2.070	97.387	2.048
36.017	220.979	0.605	0.008	0.605	110.371	2.017	112.597	1.997
36.030	210.456	0.584	0.008	0.584	105.116	1.947	107.162	1.928
36.043	185.363	0.605	0.008	0.605	92.583	2.017	94.450	1.997
36.056	182.935	0.621	0.008	0.621	91.370	2.070	93.261	2.048
36.069	215.312	0.605	0.008	0.605	107.541	2.017	109.710	1.997
36.082	223.407	0.589	0.008	0.589	111.584	1.964	113.776	1.945
36.095	194.267	0.589	0.008	0.589	97.030	1.964	98.936	1.945
36.108	186.172	0.616	0.008	0.616	92.987	2.052	94.895	2.031
36.121	197.505	0.621	0.008	0.621	98.647	2.070	100.688	2.048
36.134	228.264	0.600	0.008	0.600	114.010	1.999	116.289	1.980
36.147	219.360	0.589	0.008	0.589	109.563	1.964	111.715	1.945
36.160	193.457	0.600	0.008	0.600	96.626	1.999	98.557	1.980
36.173	187.791	0.626	0.008	0.626	93.795	2.087	95.753	2.066
36.186	212.884	0.616	0.008	0.616	106.328	2.052	108.510	2.031
36.199	230.692	0.584	0.008	0.584	115.223	1.947	117.466	1.928
36.211	203.171	0.600	0.008	0.600	101.477	1.999	103.506	1.980
36.224	195.076	0.616	0.008	0.616	97.434	2.052	99.433	2.031
36.237	204.790	0.631	0.008	0.631	102.286	2.105	104.438	2.083
36.250	232.311	0.605	0.008	0.605	116.031	2.017	118.372	1.997
36.263	228.264	0.600	0.008	0.600	114.010	1.999	116.289	1.980
36.276	199.124	0.616	0.008	0.616	99.456	2.052	101.496	2.031
36.289	196.695	0.626	0.008	0.626	98.243	2.087	100.293	2.066
36.302	224.216	0.616	0.008	0.616	111.989	2.052	114.287	2.031
36.315	232.311	0.595	0.008	0.595	116.031	1.982	118.331	1.962
36.328	202.361	0.589	0.008	0.589	101.073	1.964	103.058	1.945
36.341	195.076	0.621	0.008	0.621	97.434	2.070	99.451	2.048
36.354	203.171	0.616	0.008	0.616	101.477	2.052	103.559	2.031
36.367	229.882	0.605	0.008	0.605	114.819	2.017	117.134	1.997
36.380	220.979	0.595	0.008	0.595	110.371	1.982	112.559	1.962
36.393	195.886	0.616	0.008	0.616	97.838	2.052	99.846	2.031
36.406	188.601	0.621	0.008	0.621	94.200	2.070	96.149	2.048
36.419	218.550	0.605	0.008	0.605	109.159	2.017	111.360	1.997
36.432	229.882	0.600	0.008	0.600	114.819	1.999	117.114	1.980
36.445	203.171	0.595	0.008	0.595	101.477	1.982	103.488	1.962
36.458	195.886	0.616	0.008	0.616	97.838	2.052	99.846	2.031
36.471	212.075	0.621	0.008	0.621	105.924	2.070	108.116	2.048
36.484	240.405	0.600	0.008	0.600	120.074	1.999	122.475	1.980
36.497	228.264	0.589	0.008	0.589	114.010	1.964	116.249	1.945
36.510	206.409	0.610	0.008	0.610	103.094	2.034	105.192	2.014
36.523	193.457	0.621	0.008	0.621	96.626	2.070	98.625	2.048
36.536	230.692	0.626	0.008	0.626	115.223	2.087	117.628	2.066
36.549	239.596	0.600	0.008	0.600	119.670	1.999	122.063	1.980
36.562	218.550	0.605	0.008	0.605	109.159	2.017	111.360	1.997
36.575	202.361	0.621	0.008	0.621	101.073	2.070	103.164	2.048
36.587	213.694	0.637	0.008	0.637	106.733	2.122	108.998	2.100
36.600	239.596	0.610	0.008	0.610	119.670	2.034	122.105	2.014
36.613	241.215	0.595	0.008	0.595	120.479	1.982	122.866	1.962
36.626	212.075	0.605	0.008	0.605	105.924	2.017	108.061	1.997
36.639	208.027	0.626	0.008	0.626	103.903	2.087	106.071	2.066
36.652	241.215	0.621	0.008	0.621	120.479	2.070	122.972	2.048
36.665	246.881	0.600	0.008	0.600	123.309	1.999	125.774	1.980
36.678	219.360	0.605	0.008	0.605	109.563	2.017	111.773	1.997
36.691	205.599	0.631	0.008	0.631	102.690	2.105	104.851	2.083
36.704	227.454	0.626	0.008	0.626	113.606	2.087	115.977	2.066
36.717	251.738	0.610	0.008	0.610	125.734	2.034	128.292	2.014
36.730	245.262	0.589	0.008	0.589	122.500	1.964	124.906	1.945
36.743	219.360	0.610	0.008	0.610	109.563	2.034	111.792	2.014
36.756	216.122	0.631	0.008	0.631	107.946	2.105	110.217	2.083
36.769	248.500	0.616	0.008	0.616	124.117	2.052	126.664	2.031
36.782	256.594	0.600	0.008	0.600	128.160	1.999	130.723	1.980
36.795	226.645	0.610	0.008	0.610	113.201	2.034	115.504	2.014
36.808	214.503	0.616	0.008	0.616	107.137	2.052	109.336	2.031
36.821	218.550	0.642	0.008	0.642	109.159	2.140	111.494	2.117
36.834	246.881	0.610	0.008	0.610	123.309	2.034	125.817	2.014
36.847	245.262	0.595	0.008	0.595	122.500	1.982	124.928	1.962
36.860	220.169	0.616	0.008	0.616	109.967	2.052	112.224	2.031
36.873	212.884	0.631	0.008	0.631	106.328	2.105	108.566	2.083
36.886	240.405	0.621	0.008	0.621	120.074	2.070	122.559	2.048
36.899	259.023	0.600	0.008	0.600	129.373	1.999	131.960	1.980
36.912	230.692	0.600	0.008	0.600	115.223	1.999	117.527	1.980
36.925	225.026	0.626	0.008	0.626	112.393	2.087	114.739	2.066
36.938	229.882	0.642	0.008	0.642	114.819	2.140	117.275	2.117
36.951	262.260	0.616	0.008	0.616	130.990	2.052	133.678	2.031
36.963	254.975	0.595	0.008	0.595	127.352	1.982	129.875	1.962
36.976	230.692	0.616	0.008	0.616	115.223	2.052	117.587	2.031
36.989	216.122	0.631	0.008	0.631	107.946	2.105	110.217	2.083
37.002	252.547	0.637	0.008	0.637	126.139	2.122	128.816	2.100
37.015	263.070	0.595	0.008	0.595	131.395	1.982	133.999	1.962
37.028	246.071	0.610	0.008	0.610	122.904	2.034	125.405	2.014
37.041	224.216	0.626	0.008	0.626	111.989	2.087	114.326	2.066
37.054	236.358	0.637	0.008	0.637	118.053	2.122	120.558	2.100
37.067	263.070	0.605	0.008	0.605	131.395	2.017	134.045	1.997
37.080	265.498	0.605	0.008	0.605	132.607	2.017	135.282	1.997
37.093	234.739	0.621	0.008	0.621	117.244	2.070	119.671	2.048
37.106	229.882	0.642	0.008	0.642	114.819	2.140	117.275	2.117
37.119	244.453	0.616	0.008	0.616	122.096	2.052	124.601	2.031
37.132	263.070	0.600	0.008	0.600	131.395	1.999	134.022	1.980
37.145	243.643	0.616	0.008	0.616	121.692	2.052	124.189	2.031
37.158	222.597	0.631	0.008	0.631	111.180	2.105	113.520	2.083
37.171	234.739	0.642	0.008	0.642	117.244	2.140	119.753	2.117
37.184	261.451	0.605	0.008	0.605	130.586	2.017	133.220	1.997
37.197	255.785	0.616	0.008	0.616	127.756	2.052	130.377	2.031
37.210	230.692	0.621	0.008	0.621	115.223	2.070	117.607	2.048
37.223	221.788	0.642	0.008	0.642	110.776	2.140	113.146	2.117
37.236	245.262	0.631	0.008	0.631	122.500	2.105	125.078	2.083
37.249	259.023	0.600	0.008	0.600	129.373	1.999	131.960	1.980
37.262	242.024	0.605	0.008	0.605	120.883	2.017	123.321	1.997
37.275	224.216	0.626	0.008	0.626	111.989	2.087	114.326	2.066
37.288	239.596	0.642	0.008	0.642	119.670	2.140	122.231	2.117
37.301	263.070	0.610	0.008	0.610	131.395	2.034	134.068	2.014
37.314	263.070	0.605	0.008	0.605	131.395	2.017	134.045	1.997
37.327	233.930	0.626	0.008	0.626	116.840	2.087	119.279	2.066
37.339	229.073	0.631	0.008	0.631	114.414	2.105	116.822	2.083
37.352	247.690	0.631	0.008	0.631	123.713	2.105	126.317	2.083
37.365	267.117	0.616	0.008	0.616	133.416	2.052	136.154	2.031
37.378	246.881	0.616	0.008	0.616	123.309	2.052	125.839	2.031
37.391	225.835	0.626	0.008	0.626	112.797	2.087	115.151	2.066
37.404	232.311	0.652	0.008	0.652	116.031	2.175	118.555	2.151
37.417	263.879	0.616	0.008	0.616	131.799	2.052	134.503	2.031
37.430	261.451	0.595	0.008	0.595	130.586	1.982	133.174	1.962
37.443	233.930	0.621	0.008	0.621	116.840	2.070	119.258	2.048
37.456	225.835	0.626	0.008	0.626	112.797	2.087	115.151	2.066
37.469	251.738	0.626	0.008	0.626	125.734	2.087	128.359	2.066
37.482	267.117	0.605	0.008	0.605	133.416	2.017	136.107	1.997
37.495	247.690	0.605	0.008	0.605	123.713	2.017	126.208	1.997
37.508	229.882	0.621	0.008	0.621	114.819	2.070	117.195	2.048
37.521	238.786	0.647	0.008	0.647	119.266	2.157	121.839	2.134
37.534	267.926	0.616	0.008	0.616	133.820	2.052	136.566	2.031
37.547	267.926	0.600	0.008	0.600	133.820	1.999	136.496	1.980
37.560	235.549	0.621	0.008	0.621	117.649	2.070	120.083	2.048
37.573	231.501	0.631	0.008	0.631	115.627	2.105	118.061	2.083
37.586	254.166	0.642	0.008	0.642	126.947	2.140	129.664	2.117
37.599	268.736	0.621	0.008	0.621	134.225	2.070	137.002	2.048
37.612	251.738	0.610	0.008	0.610	125.734	2.034	128.292	2.014
37.625	232.311	0.626	0.008	0.626	116.031	2.087	118.453	2.066
37.638	240.405	0.652	0.008	0.652	120.074	2.175	122.686	2.151
37.651	268.736	0.610	0.008	0.610	134.225	2.034	136.955	2.014
37.664	262.260	0.610	0.008	0.610	130.990	2.034	133.655	2.014
37.677	237.977	0.626	0.008	0.626	118.861	2.087	121.342	2.066
37.690	229.073	0.631	0.008	0.631	114.414	2.105	116.822	2.083
37.703	255.785	0.637	0.008	0.637	127.756	2.122	130.467	2.100
37.715	271.974	0.610	0.008	0.610	135.842	2.034	138.605	2.014
37.728	254.166	0.610	0.008	0.610	126.947	2.034	129.530	2.014
37.741	230.692	0.626	0.008	0.626	115.223	2.087	117.628	2.066
37.754	243.643	0.642	0.008	0.642	121.692	2.140	124.295	2.117
37.767	267.926	0.621	0.008	0.621	133.820	2.070	136.590	2.048
37.780	270.355	0.600	0.008	0.600	135.033	1.999	137.733	1.980
37.793	238.786	0.621	0.008	0.621	119.266	2.070	121.734	2.048
37.806	233.930	0.642	0.008	0.642	116.840	2.140	119.340	2.117
37.819	259.023	0.637	0.008	0.637	129.373	2.122	132.119	2.100
37.832	273.593	0.610	0.008	0.610	136.650	2.034	139.430	2.014
37.845	258.213	0.605	0.008	0.605	128.969	2.017	131.570	1.997
37.858	233.930	0.631	0.008	0.631	116.840	2.105	119.299	2.083
37.871	242.834	0.647	0.008	0.647	121.287	2.157	123.904	2.134
37.884	274.402	0.621	0.008	0.621	137.055	2.070	139.891	2.048
37.897	276.830	0.610	0.008	0.610	138.267	2.034	141.080	2.014
37.910	247.690	0.626	0.008	0.626	123.713	2.087	126.295	2.066
37.923	239.596	0.652	0.008	0.652	119.670	2.175	122.273	2.151
37.936	267.117	0.626	0.008	0.626	133.416	2.087	136.200	2.066
37.949	279.259	0.621	0.008	0.621	139.480	2.070	142.367	2.048
37.962	258.213	0.621	0.008	0.621	128.969	2.070	131.638	2.048
37.975	240.405	0.631	0.008	0.631	120.074	2.105	122.601	2.083
37.988	240.405	0.652	0.008	0.652	120.074	2.175	122.686	2.151
38.001	272.783	0.637	0.008	0.637	136.246	2.122	139.137	2.100
38.014	270.355	0.610	0.008	0.610	135.033	2.034	137.780	2.014
38.027	242.834	0.637	0.008	0.637	121.287	2.122	123.861	2.100
38.040	235.549	0.658	0.008	0.658	117.649	2.192	120.228	2.169
38.053	263.879	0.642	0.008	0.642	131.799	2.140	134.619	2.117
38.066	271.164	0.626	0.008	0.626	135.437	2.087	138.264	2.066
38.079	251.738	0.626	0.008	0.626	125.734	2.087	128.359	2.066
38.091	231.501	0.631	0.008	0.631	115.627	2.105	118.061	2.083
38.104	240.405	0.658	0.008	0.658	120.074	2.192	122.707	2.169
38.117	255.785	0.631	0.008	0.631	127.756	2.105	130.445	2.083
38.130	264.689	0.616	0.008	0.616	132.203	2.052	134.916	2.031
38.143	232.311	0.621	0.008	0.621	116.031	2.070	118.433	2.048
38.156	228.264	0.652	0.008	0.652	114.010	2.175	116.489	2.151
38.169	246.071	0.642	0.008	0.642	122.904	2.140	125.534	2.117
38.182	263.879	0.631	0.008	0.631	131.799	2.105	134.573	2.083
38.195	249.309	0.616	0.008	0.616	124.522	2.052	127.077	2.031
38.208	233.930	0.647	0.008	0.647	116.840	2.157	119.361	2.134
38.221	237.977	0.642	0.008	0.642	118.861	2.140	121.405	2.117
38.234	264.689	0.631	0.008	0.631	132.203	2.105	134.985	2.083
38.247	268.736	0.610	0.008	0.610	134.225	2.034	136.955	2.014
38.260	242.834	0.626	0.008	0.626	121.287	2.087	123.819	2.066
38.273	233.120	0.642	0.008	0.642	116.436	2.140	118.927	2.117
38.286	259.023	0.631	0.008	0.631	129.373	2.105	132.096	2.083
38.299	279.259	0.616	0.008	0.616	139.480	2.052	142.342	2.031
38.312	267.926	0.616	0.008	0.616	133.820	2.052	136.566	2.031
38.325	250.928	0.637	0.008	0.637	125.330	2.122	127.990	2.100
38.338	249.309	0.658	0.008	0.658	124.522	2.192	127.251	2.169
38.351	282.496	0.631	0.008	0.631	141.097	2.105	144.067	2.083
38.364	282.496	0.610	0.008	0.610	141.097	2.034	143.968	2.014
38.377	260.641	0.616	0.008	0.616	130.182	2.052	132.853	2.031
38.390	252.547	0.647	0.008	0.647	126.139	2.157	128.860	2.134
38.403	280.068	0.647	0.008	0.647	139.885	2.157	142.902	2.134
38.416	292.210	0.631	0.008	0.631	145.949	2.105	149.021	2.083
38.429	276.830	0.621	0.008	0.621	138.267	2.070	141.129	2.048
38.442	254.166	0.637	0.008	0.637	126.947	2.122	129.641	2.100
38.454	263.070	0.652	0.008	0.652	131.395	2.175	134.252	2.151
38.467	285.734	0.631	0.008	0.631	142.715	2.105	145.718	2.083
38.480	292.210	0.610	0.008	0.610	145.949	2.034	148.918	2.014
38.493	266.308	0.626	0.008	0.626	133.012	2.087	135.788	2.066
38.506	263.879	0.642	0.008	0.642	131.799	2.140	134.619	2.117
38.519	291.400	0.642	0.008	0.642	145.545	2.140	148.659	2.117
38.532	310.018	0.621	0.008	0.621	154.843	2.070	158.048	2.048
38.545	292.210	0.616	0.008	0.616	145.949	2.052	148.944	2.031
38.558	275.211	0.642	0.008	0.642	137.459	2.140	140.400	2.117
38.571	275.211	0.652	0.008	0.652	137.459	2.175	140.448	2.151
38.584	313.255	0.637	0.008	0.637	156.461	2.122	159.781	2.100
38.597	309.208	0.621	0.008	0.621	154.439	2.070	157.635	2.048
38.610	282.496	0.637	0.008	0.637	141.097	2.122	144.092	2.100
38.623	277.640	0.647	0.008	0.647	138.672	2.157	141.663	2.134
38.636	298.685	0.647	0.008	0.647	149.183	2.157	152.402	2.134
38.649	316.493	0.626	0.008	0.626	158.078	2.087	161.377	2.066
38.662	298.685	0.631	0.008	0.631	149.183	2.105	152.323	2.083
38.675	276.830	0.642	0.008	0.642	138.267	2.140	141.226	2.117
38.688	281.687	0.652	0.008	0.652	140.693	2.175	143.753	2.151
38.701	313.255	0.637	0.008	0.637	156.461	2.122	159.781	2.100
38.714	313.255	0.605	0.008	0.605	156.461	2.017	159.616	1.997
38.727	284.925	0.631	0.008	0.631	142.310	2.105	145.305	2.083
38.740	274.402	0.647	0.008	0.647	137.055	2.157	140.011	2.134
38.753	296.257	0.652	0.008	0.652	147.970	2.175	151.188	2.151
38.766	313.255	0.621	0.008	0.621	156.461	2.070	159.699	2.048
38.779	301.923	0.631	0.008	0.631	150.800	2.105	153.974	2.083
38.792	278.449	0.642	0.008	0.642	139.076	2.140	142.052	2.117
38.805	283.306	0.647	0.008	0.647	141.502	2.157	144.554	2.134
38.818	310.827	0.642	0.008	0.642	155.248	2.140	158.569	2.117
38.830	315.684	0.626	0.008	0.626	157.673	2.087	160.964	2.066
38.843	282.496	0.637	0.008	0.637	141.097	2.122	144.092	2.100
38.856	279.259	0.652	0.008	0.652	139.480	2.175	142.514	2.151
38.869	293.019	0.647	0.008	0.647	146.353	2.157	149.510	2.134
38.882	314.874	0.631	0.008	0.631	157.269	2.105	160.579	2.083
38.895	300.304	0.631	0.008	0.631	149.992	2.105	153.149	2.083
38.908	276.021	0.647	0.008	0.647	137.863	2.157	140.837	2.134
38.921	273.593	0.658	0.008	0.658	136.650	2.192	139.646	2.169
38.934	301.114	0.658	0.008	0.658	150.396	2.192	153.693	2.169
38.947	307.589	0.626	0.008	0.626	153.631	2.087	156.837	2.066
38.960	277.640	0.642	0.008	0.642	138.672	2.140	141.639	2.117
38.973	267.926	0.652	0.008	0.652	133.820	2.175	136.731	2.151
38.986	286.544	0.663	0.008	0.663	143.119	2.210	146.282	2.186
38.999	311.636	0.626	0.008	0.626	155.652	2.087	158.901	2.066
39.012	300.304	0.626	0.008	0.626	149.992	2.087	153.122	2.066
39.025	276.830	0.642	0.008	0.642	138.267	2.140	141.226	2.117
39.038	277.640	0.658	0.008	0.658	138.672	2.192	141.712	2.169
39.051	310.827	0.642	0.008	0.642	155.248	2.140	158.569	2.117
39.064	315.684	0.616	0.008	0.616	157.673	2.052	160.909	2.031
39.077	292.210	0.637	0.008	0.637	145.949	2.122	149.046	2.100
