TIME	LOAD	DISPLACEMENT	STRAIN GAGE	•ËL	E.STRESS	E.STRAIN	T.STRESS	T.STRAIN
10.260	-940.576	-0.063	0.000	-0.063	-183.510	-0.115	-183.299	-0.115
10.273	-930.862	-0.058	0.000	-0.058	-181.615	-0.105	-181.424	-0.105
10.286	-896.056	-0.063	0.000	-0.063	-174.824	-0.115	-174.623	-0.115
10.299	-897.675	-0.089	0.000	-0.089	-175.140	-0.163	-174.855	-0.163
10.312	-923.577	-0.074	0.001	-0.074	-180.194	-0.134	-179.952	-0.134
10.325	-933.291	-0.074	0.000	-0.074	-182.089	-0.134	-181.845	-0.134
10.338	-906.579	-0.053	0.000	-0.053	-176.877	-0.096	-176.708	-0.096
10.351	-883.914	-0.084	0.000	-0.084	-172.455	-0.153	-172.191	-0.153
10.364	-899.294	-0.084	0.001	-0.084	-175.456	-0.153	-175.187	-0.153
10.377	-922.768	-0.074	0.001	-0.074	-180.036	-0.134	-179.795	-0.134
10.390	-912.245	-0.058	0.000	-0.058	-177.983	-0.105	-177.795	-0.105
10.403	-881.486	-0.068	0.000	-0.068	-171.982	-0.124	-171.768	-0.124
10.415	-875.820	-0.089	0.000	-0.089	-170.876	-0.163	-170.598	-0.163
10.428	-894.437	-0.068	0.001	-0.068	-174.508	-0.124	-174.291	-0.124
10.441	-906.579	-0.068	0.000	-0.068	-176.877	-0.124	-176.657	-0.124
10.454	-870.154	-0.058	0.000	-0.058	-169.771	-0.105	-169.592	-0.105
10.467	-849.108	-0.079	0.000	-0.079	-165.664	-0.143	-165.427	-0.144
10.480	-854.774	-0.084	0.000	-0.084	-166.770	-0.153	-166.515	-0.153
10.493	-872.582	-0.058	0.001	-0.058	-170.244	-0.105	-170.065	-0.105
10.506	-852.346	-0.053	0.000	-0.053	-166.296	-0.096	-166.137	-0.096
10.519	-828.063	-0.063	0.000	-0.063	-161.558	-0.115	-161.373	-0.115
10.532	-817.540	-0.084	0.000	-0.084	-159.505	-0.153	-159.261	-0.153
10.545	-847.489	-0.068	0.000	-0.068	-165.349	-0.124	-165.143	-0.124
10.558	-849.918	-0.058	0.000	-0.058	-165.822	-0.105	-165.648	-0.105
10.571	-826.444	-0.037	0.000	-0.037	-161.243	-0.067	-161.135	-0.067
10.584	-799.732	-0.068	0.000	-0.068	-156.031	-0.124	-155.837	-0.124
10.597	-809.445	-0.079	0.000	-0.079	-157.926	-0.143	-157.699	-0.144
10.610	-832.110	-0.058	0.000	-0.058	-162.348	-0.105	-162.177	-0.105
10.623	-818.349	-0.042	0.000	-0.042	-159.663	-0.077	-159.541	-0.077
10.636	-787.590	-0.058	0.000	-0.058	-153.662	-0.105	-153.500	-0.105
10.649	-777.877	-0.084	0.000	-0.084	-151.767	-0.153	-151.535	-0.153
10.662	-798.923	-0.063	0.001	-0.063	-155.873	-0.115	-155.694	-0.115
10.675	-794.066	-0.053	0.000	-0.053	-154.925	-0.096	-154.777	-0.096
10.688	-777.877	-0.063	0.000	-0.063	-151.767	-0.115	-151.593	-0.115
10.701	-739.024	-0.063	0.000	-0.063	-144.187	-0.115	-144.021	-0.115
10.714	-748.737	-0.068	0.000	-0.068	-146.082	-0.124	-145.900	-0.124
10.727	-773.020	-0.058	0.000	-0.058	-150.819	-0.105	-150.661	-0.105
10.740	-763.307	-0.032	0.000	-0.032	-148.924	-0.057	-148.839	-0.057
10.753	-722.025	-0.053	0.000	-0.053	-140.870	-0.096	-140.735	-0.096
10.766	-720.406	-0.068	0.000	-0.068	-140.554	-0.124	-140.379	-0.124
10.779	-747.118	-0.053	0.001	-0.053	-145.766	-0.096	-145.626	-0.096
10.791	-760.879	-0.032	0.000	-0.032	-148.451	-0.057	-148.365	-0.057
10.804	-732.548	-0.032	0.000	-0.032	-142.923	-0.057	-142.841	-0.057
10.817	-717.169	-0.068	0.000	-0.068	-139.923	-0.124	-139.749	-0.124
10.830	-730.120	-0.074	0.001	-0.074	-142.449	-0.134	-142.259	-0.134
10.843	-744.690	-0.047	0.001	-0.047	-145.292	-0.086	-145.167	-0.086
10.856	-728.501	-0.032	0.000	-0.032	-142.133	-0.057	-142.052	-0.057
10.869	-706.646	-0.042	0.000	-0.042	-137.869	-0.077	-137.764	-0.077
10.882	-693.695	-0.058	0.000	-0.058	-135.343	-0.105	-135.200	-0.105
10.895	-718.788	-0.053	0.001	-0.053	-140.238	-0.096	-140.104	-0.096
10.908	-722.025	-0.037	0.000	-0.037	-140.870	-0.067	-140.776	-0.067
10.921	-688.838	-0.032	0.000	-0.032	-134.395	-0.057	-134.318	-0.057
10.934	-670.221	-0.058	0.000	-0.058	-130.763	-0.105	-130.625	-0.105
10.947	-673.459	-0.058	0.000	-0.058	-131.395	-0.105	-131.256	-0.105
10.960	-700.170	-0.037	0.000	-0.037	-136.606	-0.067	-136.515	-0.067
10.973	-681.553	-0.026	0.000	-0.026	-132.974	-0.048	-132.910	-0.048
10.986	-654.841	-0.042	0.000	-0.042	-127.762	-0.077	-127.664	-0.077
10.999	-652.413	-0.063	0.000	-0.063	-127.288	-0.115	-127.142	-0.115
11.012	-677.506	-0.037	0.001	-0.037	-132.184	-0.067	-132.096	-0.067
11.025	-688.838	-0.032	0.000	-0.032	-134.395	-0.057	-134.318	-0.057
11.038	-656.460	-0.032	0.000	-0.032	-128.078	-0.057	-128.005	-0.057
11.051	-634.605	-0.047	0.000	-0.047	-123.814	-0.086	-123.707	-0.086
11.064	-653.222	-0.058	0.000	-0.058	-127.446	-0.105	-127.312	-0.105
11.077	-670.221	-0.037	0.000	-0.037	-130.763	-0.067	-130.675	-0.067
11.090	-653.222	-0.026	0.000	-0.026	-127.446	-0.048	-127.385	-0.048
11.103	-627.320	-0.037	0.000	-0.037	-122.393	-0.067	-122.311	-0.067
11.116	-619.226	-0.058	0.000	-0.058	-120.813	-0.105	-120.686	-0.105
11.129	-635.415	-0.037	0.001	-0.037	-123.972	-0.067	-123.889	-0.067
11.142	-637.034	-0.026	0.000	-0.026	-124.288	-0.048	-124.228	-0.048
11.155	-606.275	-0.032	0.000	-0.032	-118.287	-0.057	-118.219	-0.057
11.167	-586.848	-0.042	0.000	-0.042	-114.496	-0.077	-114.409	-0.077
11.180	-597.371	-0.058	0.000	-0.058	-116.549	-0.105	-116.427	-0.105
11.193	-607.893	-0.037	0.000	-0.037	-118.602	-0.067	-118.523	-0.067
11.206	-586.038	-0.026	0.000	-0.026	-114.338	-0.048	-114.284	-0.048
11.219	-559.327	-0.032	0.000	-0.032	-109.127	-0.057	-109.064	-0.057
11.232	-547.185	-0.047	0.000	-0.047	-106.758	-0.086	-106.666	-0.086
11.245	-570.659	-0.037	0.000	-0.037	-111.338	-0.067	-111.263	-0.067
11.258	-579.563	-0.016	0.000	-0.016	-113.075	-0.029	-113.043	-0.029
11.271	-550.423	-0.016	0.000	-0.016	-107.390	-0.029	-107.359	-0.029
11.284	-530.996	-0.037	0.000	-0.037	-103.600	-0.067	-103.530	-0.067
11.297	-536.662	-0.032	0.001	-0.032	-104.705	-0.057	-104.645	-0.057
11.310	-559.327	-0.026	0.001	-0.026	-109.127	-0.048	-109.075	-0.048
11.323	-544.757	-0.005	0.000	-0.005	-106.284	-0.010	-106.274	-0.010
11.336	-512.379	-0.026	0.000	-0.026	-99.967	-0.048	-99.919	-0.048
11.349	-502.666	-0.037	0.000	-0.037	-98.072	-0.067	-98.006	-0.067
11.362	-522.092	-0.021	0.000	-0.021	-101.862	-0.038	-101.823	-0.038
11.375	-528.568	-0.005	0.000	-0.005	-103.126	-0.010	-103.116	-0.010
11.388	-505.094	-0.011	0.000	-0.011	-98.546	-0.019	-98.527	-0.019
11.401	-482.429	-0.032	0.000	-0.032	-94.124	-0.057	-94.070	-0.057
11.414	-489.714	-0.032	0.000	-0.032	-95.545	-0.057	-95.490	-0.057
11.427	-511.569	-0.011	0.000	-0.011	-99.809	-0.019	-99.790	-0.019
11.440	-490.524	0.000	0.000	0.000	-95.703	0.000	-95.703	0.000
11.453	-465.431	-0.011	0.000	-0.011	-90.808	-0.019	-90.790	-0.019
11.466	-454.099	-0.042	0.000	-0.042	-88.597	-0.077	-88.529	-0.077
11.479	-476.763	-0.026	0.001	-0.026	-93.018	-0.048	-92.974	-0.048
11.492	-481.620	-0.011	0.000	-0.011	-93.966	-0.019	-93.948	-0.019
11.505	-452.480	-0.016	0.000	-0.016	-88.281	-0.029	-88.255	-0.029
11.518	-435.482	-0.032	0.000	-0.032	-84.964	-0.057	-84.915	-0.057
11.531	-442.767	-0.032	0.000	-0.032	-86.386	-0.057	-86.336	-0.057
11.543	-466.241	-0.011	0.001	-0.011	-90.965	-0.019	-90.948	-0.019
11.556	-448.433	0.011	0.000	0.011	-87.491	0.019	-87.508	0.019
11.569	-420.912	-0.011	0.000	-0.011	-82.122	-0.019	-82.106	-0.019
11.582	-416.864	-0.037	0.000	-0.037	-81.332	-0.067	-81.277	-0.067
11.595	-436.291	-0.016	0.000	-0.016	-85.122	-0.029	-85.098	-0.029
11.608	-448.433	0.000	0.000	0.000	-87.491	0.000	-87.491	0.000
11.621	-414.436	0.005	0.000	0.005	-80.858	0.010	-80.866	0.010
11.634	-403.913	-0.021	0.000	-0.021	-78.805	-0.038	-78.775	-0.038
11.647	-415.245	-0.021	0.000	-0.021	-81.016	-0.038	-80.985	-0.038
11.660	-437.101	-0.011	0.000	-0.011	-85.280	-0.019	-85.264	-0.019
11.673	-421.721	0.011	0.000	0.011	-82.279	0.019	-82.295	0.019
11.686	-390.962	0.000	0.000	0.000	-76.278	0.000	-76.278	0.000
11.699	-385.296	-0.026	0.000	-0.026	-75.173	-0.048	-75.137	-0.048
11.712	-406.342	-0.016	0.000	-0.016	-79.279	-0.029	-79.256	-0.029
11.725	-410.389	-0.005	0.000	-0.005	-80.069	-0.010	-80.061	-0.010
11.738	-373.154	0.011	0.000	0.011	-72.804	0.019	-72.818	0.019
11.751	-358.584	-0.011	0.000	-0.011	-69.961	-0.019	-69.948	-0.019
11.764	-370.726	-0.021	0.000	-0.021	-72.330	-0.038	-72.302	-0.038
11.777	-389.343	0.005	0.000	0.005	-75.962	0.010	-75.970	0.010
11.790	-375.583	0.005	0.000	0.005	-73.278	0.010	-73.285	0.010
11.803	-343.205	0.000	0.000	0.000	-66.961	0.000	-66.961	0.000
11.816	-345.633	-0.021	0.000	-0.021	-67.434	-0.038	-67.409	-0.038
11.829	-372.345	-0.016	0.000	-0.016	-72.646	-0.029	-72.625	-0.029
11.842	-382.058	0.016	0.000	0.016	-74.541	0.029	-74.563	0.029
11.855	-348.062	0.011	0.000	0.011	-67.908	0.019	-67.921	0.019
11.868	-336.729	-0.005	0.000	-0.005	-65.697	-0.010	-65.691	-0.010
11.881	-344.824	-0.011	0.000	-0.011	-67.277	-0.019	-67.264	-0.019
11.894	-364.250	0.000	0.000	0.000	-71.067	0.000	-71.067	0.000
11.907	-347.252	0.011	0.000	0.011	-67.750	0.019	-67.763	0.019
11.919	-308.399	0.000	0.000	0.000	-60.170	0.000	-60.170	0.000
11.932	-303.542	-0.016	0.000	-0.016	-59.222	-0.029	-59.205	-0.029
11.945	-327.825	-0.005	0.000	-0.005	-63.960	-0.010	-63.954	-0.010
11.958	-335.110	0.016	0.000	0.016	-65.381	0.029	-65.400	0.029
11.971	-301.114	0.016	0.000	0.016	-58.749	0.029	-58.765	0.029
11.984	-293.829	-0.016	0.000	-0.016	-57.327	-0.029	-57.311	-0.029
11.997	-305.161	-0.005	0.000	-0.005	-59.538	-0.010	-59.532	-0.010
12.010	-327.016	0.021	0.001	0.021	-63.802	0.038	-63.827	0.038
12.023	-311.636	0.026	0.000	0.026	-60.802	0.048	-60.831	0.048
12.036	-283.306	0.016	0.000	0.016	-55.274	0.029	-55.290	0.029
12.049	-277.640	0.000	0.000	0.000	-54.169	0.000	-54.169	0.000
12.062	-300.304	0.005	0.000	0.005	-58.591	0.010	-58.596	0.010
12.075	-308.399	0.011	0.000	0.011	-60.170	0.019	-60.181	0.019
12.088	-280.878	0.032	0.000	0.032	-54.800	0.057	-54.832	0.057
12.101	-263.070	-0.005	0.000	-0.005	-51.326	-0.010	-51.321	-0.010
12.114	-264.689	0.000	0.001	0.000	-51.642	0.000	-51.642	0.000
12.127	-291.400	0.016	0.000	0.016	-56.853	0.029	-56.870	0.029
12.140	-275.211	0.032	0.000	0.032	-53.695	0.057	-53.726	0.057
12.153	-250.928	0.005	0.000	0.005	-48.957	0.010	-48.962	0.010
12.166	-246.881	-0.011	0.000	-0.011	-48.167	-0.019	-48.158	-0.019
12.179	-267.926	0.011	0.000	0.011	-52.274	0.019	-52.284	0.019
12.192	-267.117	0.026	0.000	0.026	-52.116	0.048	-52.141	0.048
12.205	-224.216	0.032	0.000	0.032	-43.746	0.057	-43.771	0.057
12.218	-204.790	0.005	0.000	0.005	-39.955	0.010	-39.959	0.010
12.231	-222.597	0.005	0.000	0.005	-43.430	0.010	-43.434	0.010
12.244	-243.643	0.021	0.000	0.021	-47.536	0.038	-47.554	0.038
12.257	-229.073	0.042	0.000	0.042	-44.693	0.077	-44.727	0.077
12.270	-199.933	0.011	0.000	0.011	-39.008	0.019	-39.015	0.019
12.283	-194.267	-0.005	0.000	-0.005	-37.902	-0.010	-37.899	-0.010
12.295	-219.360	0.016	0.001	0.016	-42.798	0.029	-42.810	0.029
12.308	-221.788	0.037	0.000	0.037	-43.272	0.067	-43.301	0.067
12.321	-186.982	0.026	0.000	0.026	-36.481	0.048	-36.498	0.048
12.334	-178.792	0.021	0.000	0.021	-34.883	0.038	-34.896	0.038
12.347	-183.744	0.011	0.000	0.011	-35.849	0.019	-35.856	0.019
12.360	-203.980	0.042	0.000	0.042	-39.797	0.077	-39.828	0.077
12.373	-191.839	0.053	0.000	0.053	-37.428	0.096	-37.464	0.096
12.386	-178.792	0.021	0.000	0.021	-34.883	0.038	-34.896	0.038
12.399	-173.221	0.016	0.000	0.016	-33.796	0.029	-33.806	0.029
12.412	-186.172	0.021	0.001	0.021	-36.323	0.038	-36.337	0.038
12.425	-191.839	0.053	0.000	0.053	-37.428	0.096	-37.464	0.096
12.438	-178.792	0.042	0.000	0.042	-34.883	0.077	-34.910	0.077
12.451	-161.889	0.016	0.000	0.016	-31.585	0.029	-31.594	0.029
12.464	-173.221	0.021	0.000	0.021	-33.796	0.038	-33.809	0.038
12.477	-182.935	0.037	0.001	0.037	-35.691	0.067	-35.715	0.067
12.490	-178.792	0.063	0.000	0.063	-34.883	0.115	-34.923	0.115
12.503	-151.366	0.032	0.000	0.032	-29.532	0.057	-29.549	0.057
12.516	-145.700	0.032	0.000	0.032	-28.427	0.057	-28.443	0.057
12.529	-169.174	0.032	0.000	0.032	-33.007	0.057	-33.025	0.057
12.542	-174.840	0.042	0.000	0.042	-34.112	0.077	-34.138	0.077
12.555	-149.747	0.053	0.000	0.053	-29.216	0.096	-29.244	0.096
12.568	-127.892	0.016	0.000	0.016	-24.952	0.029	-24.959	0.029
12.581	-126.273	0.032	0.000	0.032	-24.636	0.057	-24.651	0.057
12.594	-142.462	0.047	0.000	0.047	-27.795	0.086	-27.819	0.086
12.607	-138.415	0.068	0.000	0.068	-27.005	0.124	-27.039	0.124
12.620	-101.990	0.037	0.000	0.037	-19.899	0.067	-19.912	0.067
12.633	-92.277	0.026	0.000	0.026	-18.004	0.048	-18.012	0.048
12.646	-118.179	0.026	0.001	0.026	-23.057	0.048	-23.068	0.048
12.658	-114.132	0.047	0.000	0.047	-22.268	0.086	-22.287	0.086
12.671	-88.230	0.058	0.000	0.058	-17.214	0.105	-17.232	0.105
12.684	-71.231	0.021	0.000	0.021	-13.897	0.038	-13.903	0.038
12.697	-77.707	0.032	0.000	0.032	-15.161	0.057	-15.170	0.057
12.710	-92.277	0.042	0.000	0.042	-18.004	0.077	-18.017	0.077
12.723	-81.754	0.063	0.000	0.063	-15.951	0.115	-15.969	0.115
12.736	-43.710	0.026	0.000	0.026	-8.528	0.048	-8.532	0.048
12.749	-32.378	0.037	0.000	0.037	-6.317	0.067	-6.321	0.067
12.762	-46.138	0.032	0.000	0.032	-9.002	0.057	-9.007	0.057
12.775	-47.757	0.063	0.000	0.063	-9.318	0.115	-9.328	0.115
12.788	-28.331	0.068	0.000	0.068	-5.527	0.124	-5.534	0.124
12.801	0.000	0.026	0.000	0.026	0.000	0.048	0.000	0.048
12.814	-11.332	0.047	0.001	0.047	-2.211	0.086	-2.213	0.086
12.827	-25.902	0.053	0.000	0.053	-5.054	0.096	-5.058	0.096
12.840	-11.332	0.058	0.000	0.058	-2.211	0.105	-2.213	0.105
12.853	13.761	0.047	0.000	0.047	2.685	0.086	2.687	0.086
12.866	21.855	0.032	0.000	0.032	4.264	0.057	4.266	0.057
12.879	-0.809	0.047	0.001	0.047	-0.158	0.086	-0.158	0.086
12.892	-5.666	0.074	0.000	0.074	-1.105	0.134	-1.107	0.134
12.905	17.808	0.068	0.000	0.068	3.474	0.124	3.479	0.124
12.918	35.616	0.042	0.000	0.042	6.949	0.077	6.954	0.077
12.931	29.140	0.042	0.000	0.042	5.685	0.077	5.690	0.077
12.944	10.523	0.063	0.001	0.063	2.053	0.115	2.055	0.115
12.957	20.236	0.079	0.000	0.079	3.948	0.143	3.954	0.143
12.970	54.233	0.047	0.000	0.047	10.581	0.086	10.590	0.086
12.983	55.042	0.026	0.001	0.026	10.739	0.048	10.744	0.048
12.996	30.759	0.047	0.001	0.047	6.001	0.086	6.006	0.086
13.009	24.283	0.074	0.000	0.074	4.738	0.134	4.744	0.134
13.022	56.661	0.063	0.000	0.063	11.055	0.115	11.068	0.115
13.034	80.135	0.042	0.000	0.042	15.635	0.077	15.647	0.077
13.047	75.278	0.053	0.001	0.053	14.687	0.096	14.701	0.096
13.060	59.090	0.074	0.000	0.074	11.529	0.134	11.544	0.134
13.073	59.090	0.095	0.000	0.095	11.529	0.172	11.548	0.172
13.086	99.562	0.063	0.000	0.063	19.425	0.115	19.447	0.115
13.099	104.418	0.047	0.000	0.047	20.372	0.086	20.390	0.086
13.112	82.563	0.063	0.001	0.063	16.108	0.115	16.127	0.115
13.125	75.278	0.079	0.000	0.079	14.687	0.143	14.708	0.143
13.138	109.275	0.084	0.000	0.084	21.320	0.153	21.353	0.153
13.151	128.702	0.058	0.000	0.058	25.110	0.105	25.137	0.105
13.164	116.560	0.053	0.000	0.053	22.741	0.096	22.763	0.096
13.177	105.228	0.074	0.000	0.074	20.530	0.134	20.558	0.134
13.190	106.847	0.089	0.000	0.089	20.846	0.163	20.880	0.162
13.203	141.653	0.063	0.000	0.063	27.637	0.115	27.669	0.115
13.216	149.747	0.053	0.000	0.053	29.216	0.096	29.244	0.096
13.229	123.845	0.063	0.001	0.063	24.163	0.115	24.190	0.115
13.242	124.655	0.084	0.000	0.084	24.321	0.153	24.358	0.153
13.255	139.225	0.100	0.000	0.100	27.163	0.182	27.213	0.182
13.268	175.650	0.053	0.000	0.053	34.270	0.096	34.303	0.096
13.281	165.127	0.058	0.001	0.058	32.217	0.105	32.251	0.105
13.294	154.604	0.074	0.000	0.074	30.164	0.134	30.204	0.134
13.307	166.746	0.089	0.000	0.089	32.533	0.163	32.586	0.162
13.320	204.790	0.058	0.000	0.058	39.955	0.105	39.997	0.105
13.333	207.218	0.063	0.000	0.063	40.429	0.115	40.475	0.115
13.346	191.029	0.068	0.000	0.068	37.271	0.124	37.317	0.124
13.359	187.791	0.084	0.000	0.084	36.639	0.153	36.695	0.153
13.372	198.314	0.105	0.000	0.105	38.692	0.191	38.766	0.191
13.385	229.073	0.074	0.000	0.074	44.693	0.134	44.753	0.134
13.398	218.550	0.074	0.000	0.074	42.640	0.134	42.697	0.134
13.410	200.742	0.084	0.000	0.084	39.166	0.153	39.226	0.153
13.423	202.361	0.116	0.000	0.116	39.482	0.210	39.565	0.210
13.436	243.643	0.079	0.000	0.079	47.536	0.143	47.604	0.143
13.449	244.453	0.063	0.000	0.063	47.694	0.115	47.748	0.115
13.462	221.788	0.079	0.000	0.079	43.272	0.143	43.334	0.143
13.475	220.979	0.089	0.000	0.089	43.114	0.163	43.184	0.162
13.488	242.024	0.105	0.000	0.105	47.220	0.191	47.310	0.191
13.501	267.926	0.074	0.000	0.074	52.274	0.134	52.344	0.134
13.514	263.879	0.074	0.001	0.074	51.484	0.134	51.553	0.134
13.527	246.881	0.084	0.000	0.084	48.167	0.153	48.241	0.153
13.540	259.832	0.105	0.000	0.105	50.694	0.191	50.791	0.191
13.553	291.400	0.084	0.000	0.084	56.853	0.153	56.940	0.153
13.566	297.066	0.068	0.000	0.068	57.959	0.124	58.031	0.124
13.579	276.021	0.079	0.001	0.079	53.853	0.143	53.930	0.143
13.592	271.164	0.110	0.000	0.110	52.905	0.201	53.012	0.201
13.605	301.114	0.095	0.000	0.095	58.749	0.172	58.850	0.172
13.618	314.874	0.079	0.000	0.079	61.433	0.143	61.521	0.143
13.631	304.351	0.084	0.000	0.084	59.380	0.153	59.471	0.153
13.644	287.353	0.089	0.000	0.089	56.064	0.163	56.155	0.162
13.657	288.972	0.110	0.000	0.110	56.380	0.201	56.493	0.201
13.670	325.397	0.084	0.000	0.084	63.486	0.153	63.583	0.153
13.683	330.254	0.079	0.000	0.079	64.434	0.143	64.526	0.143
13.696	313.255	0.089	0.000	0.089	61.117	0.163	61.217	0.162
13.709	305.161	0.110	0.000	0.110	59.538	0.201	59.658	0.201
13.722	334.301	0.084	0.000	0.084	65.223	0.153	65.323	0.153
13.735	357.775	0.089	0.000	0.089	69.803	0.163	69.917	0.162
13.748	346.443	0.079	0.000	0.079	67.592	0.143	67.689	0.143
13.761	331.873	0.105	0.000	0.105	64.750	0.191	64.874	0.191
13.774	340.777	0.110	0.000	0.110	66.487	0.201	66.620	0.201
13.786	381.249	0.084	0.000	0.084	74.383	0.153	74.497	0.153
13.799	393.390	0.089	0.000	0.089	76.752	0.163	76.877	0.162
13.812	373.964	0.089	0.001	0.089	72.962	0.163	73.081	0.162
13.825	369.917	0.116	0.000	0.116	72.172	0.210	72.324	0.210
13.838	403.104	0.116	0.000	0.116	78.647	0.210	78.813	0.210
13.851	421.721	0.089	0.000	0.089	82.279	0.163	82.413	0.162
13.864	406.342	0.095	0.000	0.095	79.279	0.172	79.415	0.172
13.877	389.343	0.110	0.000	0.110	75.962	0.201	76.115	0.201
13.890	395.819	0.116	0.000	0.116	77.226	0.210	77.388	0.210
13.903	430.625	0.089	0.000	0.089	84.017	0.163	84.153	0.162
13.916	440.338	0.084	0.000	0.084	85.912	0.153	86.043	0.153
13.929	417.674	0.100	0.001	0.100	81.490	0.182	81.638	0.182
13.942	409.579	0.121	0.000	0.121	79.911	0.220	80.086	0.220
13.955	440.338	0.110	0.000	0.110	85.912	0.201	86.084	0.201
13.968	467.859	0.100	0.000	0.100	91.281	0.182	91.447	0.182
13.981	457.337	0.089	0.001	0.089	89.228	0.163	89.373	0.162
13.994	443.576	0.116	0.000	0.116	86.543	0.210	86.726	0.210
14.007	459.765	0.121	0.000	0.121	89.702	0.220	89.899	0.220
14.020	496.999	0.095	0.001	0.095	96.967	0.172	97.134	0.172
14.033	503.475	0.100	0.000	0.100	98.230	0.182	98.409	0.182
14.046	484.048	0.110	0.001	0.110	94.440	0.201	94.630	0.201
14.059	486.477	0.126	0.000	0.126	94.914	0.230	95.131	0.229
14.072	515.617	0.126	0.000	0.126	100.599	0.230	100.830	0.229
14.085	536.662	0.100	0.000	0.100	104.705	0.182	104.895	0.182
14.098	529.377	0.110	0.000	0.110	103.284	0.201	103.491	0.201
14.111	513.188	0.121	0.000	0.121	100.125	0.220	100.345	0.220
14.124	521.283	0.132	0.000	0.132	101.704	0.239	101.948	0.239
14.137	557.708	0.100	0.000	0.100	108.811	0.182	109.009	0.182
14.150	563.374	0.105	0.000	0.105	109.917	0.191	110.127	0.191
14.162	547.995	0.116	0.001	0.116	106.916	0.210	107.141	0.210
14.175	548.804	0.137	0.000	0.137	107.074	0.249	107.340	0.248
14.188	575.516	0.121	0.000	0.121	112.285	0.220	112.533	0.220
14.201	593.324	0.110	0.000	0.110	115.760	0.201	115.992	0.201
14.214	579.563	0.110	0.000	0.110	113.075	0.201	113.302	0.201
14.227	567.421	0.132	0.000	0.132	110.706	0.239	110.971	0.239
14.240	573.897	0.147	0.000	0.147	111.970	0.268	112.270	0.268
14.253	604.656	0.116	0.000	0.116	117.971	0.210	118.219	0.210
14.266	619.226	0.100	0.000	0.100	120.813	0.182	121.033	0.182
14.279	599.799	0.126	0.000	0.126	117.023	0.230	117.292	0.229
14.292	598.990	0.137	0.000	0.137	116.865	0.249	117.156	0.248
14.305	634.605	0.121	0.000	0.121	123.814	0.220	124.086	0.220
14.318	663.745	0.121	0.000	0.121	129.499	0.220	129.784	0.220
14.331	653.222	0.121	0.001	0.121	127.446	0.220	127.727	0.220
14.344	642.700	0.132	0.000	0.132	125.393	0.239	125.693	0.239
14.357	653.222	0.168	0.000	0.168	127.446	0.306	127.837	0.306
14.370	680.744	0.126	0.000	0.126	132.816	0.230	133.121	0.229
14.383	691.266	0.126	0.000	0.126	134.869	0.230	135.179	0.229
14.396	670.221	0.126	0.001	0.126	130.763	0.230	131.063	0.229
14.409	667.792	0.158	0.000	0.158	130.289	0.287	130.663	0.287
14.422	694.504	0.147	0.000	0.147	135.501	0.268	135.864	0.268
14.435	717.978	0.132	0.000	0.132	140.080	0.239	140.415	0.239
14.448	702.599	0.132	0.000	0.132	137.080	0.239	137.408	0.239
14.461	687.219	0.137	0.000	0.137	134.079	0.249	134.413	0.248
14.474	696.933	0.163	0.000	0.163	135.974	0.297	136.378	0.296
14.487	731.739	0.126	0.000	0.126	142.765	0.230	143.093	0.229
14.500	732.548	0.116	0.000	0.116	142.923	0.210	143.224	0.210
14.513	712.312	0.142	0.000	0.142	138.975	0.258	139.334	0.258
14.526	712.312	0.168	0.000	0.168	138.975	0.306	139.400	0.306
14.538	727.691	0.147	0.000	0.147	141.976	0.268	142.356	0.268
14.551	756.831	0.132	0.000	0.132	147.661	0.239	148.014	0.239
14.564	745.499	0.132	0.000	0.132	145.450	0.239	145.798	0.239
14.577	736.595	0.147	0.000	0.147	143.713	0.268	144.098	0.268
14.590	743.071	0.158	0.000	0.158	144.976	0.287	145.392	0.287
14.603	779.496	0.137	0.000	0.137	152.083	0.249	152.461	0.248
14.616	783.543	0.126	0.001	0.126	152.872	0.230	153.223	0.229
14.629	757.641	0.158	0.001	0.158	147.819	0.287	148.243	0.287
14.642	747.928	0.163	0.000	0.163	145.924	0.297	146.356	0.296
14.655	776.258	0.163	0.000	0.163	151.451	0.297	151.900	0.296
14.668	800.542	0.142	0.000	0.142	156.189	0.258	156.592	0.258
14.681	782.734	0.142	0.001	0.142	152.715	0.258	153.109	0.258
14.694	769.783	0.158	0.000	0.158	150.188	0.287	150.619	0.287
14.707	776.258	0.168	0.000	0.168	151.451	0.306	151.915	0.306
14.720	809.445	0.158	0.000	0.158	157.926	0.287	158.379	0.287
14.733	811.874	0.132	0.000	0.132	158.400	0.239	158.779	0.239
14.746	790.019	0.153	0.000	0.153	154.136	0.277	154.563	0.277
14.759	786.781	0.168	0.000	0.168	153.504	0.306	153.974	0.306
14.772	811.064	0.168	0.000	0.168	158.242	0.306	158.726	0.306
14.785	827.253	0.142	0.000	0.142	161.400	0.258	161.817	0.258
14.798	814.302	0.147	0.000	0.147	158.874	0.268	159.299	0.268
14.811	807.827	0.158	0.000	0.158	157.610	0.287	158.063	0.287
14.824	809.445	0.168	0.000	0.168	157.926	0.306	158.410	0.306
14.837	839.395	0.163	0.000	0.163	163.769	0.297	164.255	0.296
14.850	850.727	0.142	0.000	0.142	165.980	0.258	166.409	0.258
14.863	828.872	0.153	0.001	0.153	161.716	0.277	162.165	0.277
